symbol,ID,adj.P.Val,P.Value,t,B,logFC,ORF,desc
SERPINA1,5265_at,0.862,0.5381101,0.63033,-5.6029,0.4016556,5265,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1"
IPO9,55705_at,0.863,0.5381674,0.63024,-5.6029,0.1419944,55705,importin 9
USP24,23358_at,0.863,0.5383065,0.630022,-5.6031,0.1202667,23358,ubiquitin specific peptidase 24
PSMG1,8624_at,0.863,0.5383117,-0.630013,-5.6031,-0.1042778,8624,"proteasome (prosome, macropain) assembly chaperone 1"
SLC34A1,6569_at,0.863,0.5385429,0.62965,-5.6033,0.0883444,6569,"solute carrier family 34 (sodium phosphate), member 1"
ABCC1,4363_at,0.863,0.5387127,0.629383,-5.6034,0.1363889,4363,"ATP-binding cassette, sub-family C (CFTR/MRP), member 1"
ELOC,6921_at,0.863,0.5388867,0.62911,-5.6036,0.17885,6921,"transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)"
LSM4,25804_at,0.864,0.539133,-0.628724,-5.6038,-0.1446111,25804,"LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)"
CASP14,23581_at,0.864,0.5392221,-0.628584,-5.6039,-0.0603722,23581,"caspase 14, apoptosis-related cysteine peptidase"
T cell receptor beta variable 25-1,28562_at,0.864,0.539277,-0.628498,-5.604,-0.0616167,28562,T cell receptor beta variable 25-1
PNPLA5,150379_at,0.864,0.5393196,-0.628431,-5.604,-0.0818778,150379,patatin-like phospholipase domain containing 5
LINC01128,643837_at,0.864,0.5394159,0.62828,-5.6041,0.1777611,643837,uncharacterized LOC643837
LINC00648,100506433_at,0.864,0.539507,0.628136,-5.6042,0.4078333,100506433,uncharacterized LOC100506433
FAM9C,171484_at,0.864,0.5395615,0.628051,-5.6042,0.0652667,171484,"family with sequence similarity 9, member C"
NMT2,9397_at,0.864,0.5395654,0.628045,-5.6042,0.3266167,9397,N-myristoyltransferase 2
REC114,283677_at,0.864,0.5395736,0.628032,-5.6042,0.0796222,283677,chromosome 15 open reading frame 60
uncharacterized LOC100507531,100507531_at,0.864,0.5395787,0.628024,-5.6042,0.0586333,100507531,uncharacterized LOC100507531
STAB2,55576_at,0.864,0.5396436,-0.627922,-5.6043,-0.0774611,55576,stabilin 2
RNF2,6045_at,0.864,0.5396593,0.627898,-5.6043,0.1465889,6045,ring finger protein 2
HOXB13,10481_at,0.864,0.5396817,0.627862,-5.6043,0.1379667,10481,homeobox B13
LINC01968,100507391_at,0.864,0.5398057,-0.627668,-5.6045,-0.0822833,100507391,uncharacterized LOC100507391
SLC45A4,57210_at,0.864,0.539849,-0.6276,-5.6045,-0.2348556,57210,"solute carrier family 45, member 4"
HTR1D,3352_at,0.864,0.539975,-0.627402,-5.6046,-0.0852389,3352,5-hydroxytryptamine (serotonin) receptor 1D
RCC1,1104_at,0.864,0.5400252,0.627324,-5.6047,0.3280278,1104,regulator of chromosome condensation 1
OPRPN,58503_at,0.864,0.5400297,-0.627317,-5.6047,-0.0779611,58503,"proline rich, lacrimal 1"
AATK,9625_at,0.864,0.5401159,-0.627181,-5.6047,-0.1653,9625,apoptosis-associated tyrosine kinase
GPATCH8,23131_at,0.864,0.5401205,0.627174,-5.6047,0.0757889,23131,G patch domain containing 8
CENPH,64946_at,0.864,0.5402397,-0.626987,-5.6049,-0.2830611,64946,centromere protein H
XPOT,11260_at,0.864,0.5402603,-0.626955,-5.6049,-0.1983889,11260,"exportin, tRNA (nuclear export receptor for tRNAs)"
MZT2B,80097_at,0.864,0.5402972,-0.626897,-5.6049,-0.1783889,80097,mitotic spindle organizing protein 2B
SCRG1,11341_at,0.864,0.5404231,0.6267,-5.605,0.0674556,11341,stimulator of chondrogenesis 1
FAM216B,144809_at,0.864,0.5404445,0.626666,-5.605,0.0552611,144809,chromosome 13 open reading frame 30
SNRPF,6636_at,0.864,0.5406549,-0.626336,-5.6052,-0.1658333,6636,small nuclear ribonucleoprotein polypeptide F
GLUD2,2747_at,0.864,0.5407128,-0.626246,-5.6053,-0.1213167,2747,glutamate dehydrogenase 2
SPIN4,139886_at,0.864,0.540766,0.626162,-5.6053,0.5431,139886,"spindlin family, member 4"
MEGF11,84465_at,0.864,0.5407834,0.626135,-5.6054,0.0652111,84465,multiple EGF-like-domains 11
H1-5,3009_at,0.864,0.5408043,-0.626102,-5.6054,-0.2645722,3009,"histone cluster 1, H1b"
PCDHGB6,56100_at,0.864,0.5408147,-0.626086,-5.6054,-0.0965778,56100,"protocadherin gamma subfamily B, 6"
MTF2,22823_at,0.864,0.5408373,0.62605,-5.6054,0.1759944,22823,metal response element binding transcription factor 2
LINC00421,100287114_at,0.864,0.5408432,0.626041,-5.6054,0.0747278,100287114,long intergenic non-protein coding RNA 421
GRIA1,2890_at,0.864,0.5411122,-0.62562,-5.6057,-0.0579333,2890,"glutamate receptor, ionotropic, AMPA 1"
LINC00052,145978_at,0.864,0.5411319,-0.625589,-5.6057,-0.08445,145978,long intergenic non-protein coding RNA 52
LINC01686,284648_at,0.865,0.5413943,-0.625178,-5.6059,-0.0753722,284648,uncharacterized LOC284648
SLC17A1,6568_at,0.865,0.5413994,-0.62517,-5.6059,-0.0967444,6568,"solute carrier family 17 (sodium phosphate), member 1"
SMAGP,57228_at,0.865,0.5414634,-0.62507,-5.606,-0.3632944,57228,small cell adhesion glycoprotein
NPHP3-AS1,348808_at,0.865,0.5415644,-0.624911,-5.6061,-0.1078167,348808,NPHP3 antisense RNA 1 (non-protein coding)
PYDC1,260434_at,0.865,0.5415832,-0.624882,-5.6061,-0.0785056,260434,PYD (pyrin domain) containing 1
ATG2A,23130_at,0.865,0.5415845,-0.62488,-5.6061,-0.1508111,23130,ATG2 autophagy related 2 homolog A (S. cerevisiae)
SNRNP27,11017_at,0.865,0.5416239,0.624818,-5.6061,0.1043389,11017,small nuclear ribonucleoprotein 27kDa (U4/U6.U5)
SAXO5,374877_at,0.865,0.5418727,-0.624429,-5.6064,-0.2215222,374877,chromosome 19 open reading frame 45
RNASEH2C,84153_at,0.865,0.5419044,0.624379,-5.6064,0.1631,84153,"ribonuclease H2, subunit C"
PSRC1,84722_at,0.865,0.5420702,0.62412,-5.6065,0.1524611,84722,proline/serine-rich coiled-coil 1
ANAPC7,51434_at,0.865,0.5420973,-0.624077,-5.6066,-0.0934722,51434,anaphase promoting complex subunit 7
EXD3,54932_at,0.865,0.5423102,-0.623744,-5.6068,-0.1042611,54932,exonuclease 3'-5' domain containing 3
PNLIPRP1,5407_at,0.865,0.5424413,-0.623539,-5.6069,-0.0885444,5407,pancreatic lipase-related protein 1
ZMAT1,84460_at,0.865,0.5424812,-0.623477,-5.6069,-0.1646722,84460,"zinc finger, matrin-type 1"
ANAPC2,29882_at,0.865,0.5425169,0.623421,-5.607,0.1574333,29882,anaphase promoting complex subunit 2
NHLH2,4808_at,0.865,0.5425266,-0.623405,-5.607,-0.0630556,4808,nescient helix loop helix 2
MYOM2,9172_at,0.865,0.5425485,0.623371,-5.607,0.16355,9172,"myomesin (M-protein) 2, 165kDa"
SPC25,57405_at,0.866,0.542775,0.623017,-5.6072,0.1473667,57405,"SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)"
UCN,7349_at,0.866,0.5429202,-0.62279,-5.6073,-0.1683167,7349,urocortin
PARVG,64098_at,0.866,0.5430114,-0.622647,-5.6074,-0.1818111,64098,"parvin, gamma"
CRHR1,1394_at,0.866,0.5430136,-0.622644,-5.6074,-0.0564111,1394,corticotropin releasing hormone receptor 1
PYCARD,29108_at,0.866,0.543031,-0.622617,-5.6074,-0.7648833,29108,PYD and CARD domain containing
ZNF843,283933_at,0.866,0.5431024,-0.622505,-5.6075,-0.0853222,283933,zinc finger protein 843
UGT2B17,7367_at,0.866,0.5431384,-0.622449,-5.6075,-0.1055111,7367,"UDP glucuronosyltransferase 2 family, polypeptide B17"
SMCO1,255798_at,0.866,0.54316,0.622415,-5.6075,0.0794778,255798,chromosome 3 open reading frame 43
LILRA1,11024_at,0.866,0.5432067,-0.622342,-5.6076,-0.0728722,11024,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 1"
NOTUM,147111_at,0.866,0.5432309,0.622304,-5.6076,0.4402222,147111,notum pectinacetylesterase homolog (Drosophila)
C1orf220,400798_at,0.866,0.5432543,-0.622267,-5.6076,-0.1210389,400798,chromosome 1 open reading frame 220
uncharacterized LOC401282,401282_at,0.866,0.5432633,-0.622253,-5.6076,-0.0805,401282,uncharacterized LOC401282
PLS3,5358_at,0.866,0.5432659,0.622249,-5.6076,0.6733944,5358,plastin 3
NXF3,56000_at,0.866,0.5433017,0.622193,-5.6077,0.0807,56000,nuclear RNA export factor 3
AQP5,362_at,0.866,0.5433388,-0.622135,-5.6077,-0.10735,362,aquaporin 5
APOL1,8542_at,0.866,0.5435726,-0.62177,-5.6079,-0.1535611,8542,"apolipoprotein L, 1"
CCDC136,64753_at,0.866,0.5435855,0.62175,-5.6079,0.1461444,64753,coiled-coil domain containing 136
SF3B1,23451_at,0.866,0.5436013,0.621725,-5.608,0.1487222,23451,"splicing factor 3b, subunit 1, 155kDa"
GDAP2,54834_at,0.866,0.5436049,0.62172,-5.608,0.1406,54834,ganglioside induced differentiation associated protein 2
UNC13C,440279_at,0.866,0.5436754,0.621609,-5.608,0.0484333,440279,unc-13 homolog C (C. elegans)
UCP3,7352_at,0.866,0.5436993,0.621572,-5.608,0.0823667,7352,"uncoupling protein 3 (mitochondrial, proton carrier)"
HSPA12B,116835_at,0.866,0.5437853,0.621438,-5.6081,0.0529778,116835,heat shock 70kD protein 12B
PUS10,150962_at,0.866,0.5439195,-0.621228,-5.6082,-0.0971167,150962,pseudouridylate synthase 10
GPR174,84636_at,0.866,0.5441393,0.620885,-5.6084,0.0664333,84636,G protein-coupled receptor 174
ATP8B4,79895_at,0.866,0.5441986,0.620792,-5.6085,0.0904278,79895,"ATPase, class I, type 8B, member 4"
SHROOM4,57477_at,0.866,0.544205,-0.620782,-5.6085,-0.0732889,57477,shroom family member 4
SMYD5,10322_at,0.866,0.544213,0.620769,-5.6085,0.1605833,10322,SMYD family member 5
CXXC4,80319_at,0.866,0.5442246,-0.620751,-5.6085,-0.3169167,80319,CXXC finger protein 4
LGMN,5641_at,0.866,0.5442701,-0.62068,-5.6086,-0.3742778,5641,legumain
RHBDD2,57414_at,0.866,0.5443192,-0.620604,-5.6086,-0.20535,57414,rhomboid domain containing 2
ABTB1,80325_at,0.866,0.5443806,-0.620508,-5.6087,-0.2008278,80325,ankyrin repeat and BTB (POZ) domain containing 1
SMC3,9126_at,0.866,0.5444045,0.62047,-5.6087,0.2173556,9126,structural maintenance of chromosomes 3
SPATA2L,124044_at,0.866,0.5444592,0.620385,-5.6087,0.2559944,124044,spermatogenesis associated 2-like
PIK3C3,5289_at,0.866,0.5444782,0.620355,-5.6088,0.1674278,5289,"phosphoinositide-3-kinase, class 3"
EDEM1,9695_at,0.866,0.5445225,-0.620286,-5.6088,-0.21445,9695,"ER degradation enhancer, mannosidase alpha-like 1"
SGPP1,81537_at,0.866,0.5445237,0.620284,-5.6088,0.2463833,81537,sphingosine-1-phosphate phosphatase 1
NA,84663_at,0.866,0.5446772,0.620045,-5.6089,0.4023278,84663,NA
CNTN4,152330_at,0.866,0.5446933,0.62002,-5.609,0.0617556,152330,contactin 4
C2CD4A,145741_at,0.866,0.5448049,-0.619845,-5.6091,-0.4132778,145741,C2 calcium-dependent domain containing 4A
RFPL3,10738_at,0.866,0.5450504,0.619462,-5.6093,0.0934389,10738,ret finger protein-like 3
ISM1,140862_at,0.866,0.5452993,0.619074,-5.6095,0.0632611,140862,isthmin 1 homolog (zebrafish)
OTOGL,283310_at,0.866,0.5453879,-0.618936,-5.6096,-0.2320889,283310,otogelin-like
uncharacterized protein C14orf113-like,100506972_at,0.866,0.545421,-0.618884,-5.6096,-0.0865333,100506972,uncharacterized protein C14orf113-like
SYN2,6854_at,0.866,0.5454426,0.61885,-5.6096,0.06515,6854,synapsin II
DZIP1L,199221_at,0.866,0.5454629,0.618819,-5.6097,0.1049778,199221,DAZ interacting protein 1-like
TPO,7173_at,0.866,0.5454723,0.618804,-5.6097,0.0565278,7173,thyroid peroxidase
NDRG1,10397_at,0.866,0.5455104,-0.618745,-5.6097,-0.4681222,10397,N-myc downstream regulated 1
MAEL,84944_at,0.866,0.5455652,0.618659,-5.6097,0.06085,84944,maelstrom homolog (Drosophila)
INTS2,57508_at,0.866,0.5455991,0.618606,-5.6098,0.1745222,57508,integrator complex subunit 2
SORT1,6272_at,0.866,0.5456733,-0.618491,-5.6098,-0.18305,6272,sortilin 1
ELP4,26610_at,0.866,0.5456779,0.618483,-5.6099,0.1657,26610,elongation protein 4 homolog (S. cerevisiae)
MLANA,2315_at,0.866,0.5457113,-0.618431,-5.6099,-0.0464444,2315,melan-A
KEAP1,9817_at,0.866,0.5457494,0.618372,-5.6099,0.1655722,9817,kelch-like ECH-associated protein 1
chromosome 1 open reading frame 222,339457_at,0.866,0.5458247,-0.618255,-5.61,-0.0854944,339457,chromosome 1 open reading frame 222
uncharacterized LOC283403,283403_at,0.866,0.5459025,0.618133,-5.6101,0.0563278,283403,uncharacterized LOC283403
IMPG2,50939_at,0.866,0.545903,0.618132,-5.6101,0.057,50939,interphotoreceptor matrix proteoglycan 2
ZNF468,90333_at,0.866,0.5459698,0.618028,-5.6101,0.4288278,90333,zinc finger protein 468
ZNF165,7718_at,0.866,0.5459797,-0.618013,-5.6101,-0.5699778,7718,zinc finger protein 165
SYT17,51760_at,0.866,0.5459966,0.617986,-5.6101,0.4011833,51760,synaptotagmin XVII
SLFN12,55106_at,0.866,0.5460536,0.617898,-5.6102,0.3742556,55106,schlafen family member 12
MMP9,4318_at,0.866,0.5460542,0.617897,-5.6102,0.0739722,4318,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)"
RSPH9,221421_at,0.866,0.5461677,0.61772,-5.6103,0.0762333,221421,radial spoke head 9 homolog (Chlamydomonas)
ENOX1,55068_at,0.866,0.5462083,0.617656,-5.6103,0.2844167,55068,ecto-NOX disulfide-thiol exchanger 1
IAPP,3375_at,0.866,0.5462273,-0.617627,-5.6103,-0.0856611,3375,islet amyloid polypeptide
NUBP2,10101_at,0.866,0.5462928,0.617525,-5.6104,0.0992667,10101,nucleotide binding protein 2
SEPTIN3,55964_at,0.866,0.5463247,0.617475,-5.6104,0.2871667,55964,septin 3
SERTAD4,56256_at,0.866,0.5463728,0.6174,-5.6105,0.29335,56256,SERTA domain containing 4
ZNF107,51427_at,0.866,0.546396,-0.617364,-5.6105,-0.1530056,51427,zinc finger protein 107
ACSL3,2181_at,0.866,0.5464852,0.617225,-5.6106,0.1816944,2181,acyl-CoA synthetase long-chain family member 3
SRRM4,84530_at,0.866,0.5465286,-0.617157,-5.6106,-0.1522667,84530,serine/arginine repetitive matrix 4
RNF19B,127544_at,0.866,0.5465601,-0.617108,-5.6107,-0.25165,127544,ring finger protein 19B
Grp94 neighboring nucleotidase pseudogene,253724_at,0.866,0.5465905,-0.617061,-5.6107,-0.0621333,253724,Grp94 neighboring nucleotidase pseudogene
RNASEH2B,79621_at,0.866,0.5466048,-0.617039,-5.6107,-0.1866278,79621,"ribonuclease H2, subunit B"
GAL3ST3,89792_at,0.866,0.546753,-0.616808,-5.6108,-0.0686889,89792,galactose-3-O-sulfotransferase 3
VNN1,8876_at,0.866,0.5467577,-0.616801,-5.6108,-0.1218556,8876,vanin 1
NLRP10,338322_at,0.866,0.5467904,0.616749,-5.6109,0.0554111,338322,"NLR family, pyrin domain containing 10"
NRCAM,4897_at,0.866,0.5468395,-0.616673,-5.6109,-0.4610722,4897,neuronal cell adhesion molecule
VSTM1,284415_at,0.866,0.5468452,-0.616664,-5.6109,-0.0754,284415,V-set and transmembrane domain containing 1
MSH6,2956_at,0.866,0.5468528,0.616652,-5.6109,0.2018944,2956,mutS homolog 6 (E. coli)
CFAP300,85016_at,0.866,0.5468821,0.616607,-5.6109,0.3166944,85016,chromosome 11 open reading frame 70
C4orf46,201725_at,0.866,0.5469263,0.616538,-5.611,0.2349944,201725,chromosome 4 open reading frame 46
SMCR5,140771_at,0.866,0.5469378,-0.61652,-5.611,-0.0801944,140771,"Smith-Magenis syndrome chromosome region, candidate 5 (non-protein coding)"
SPG21,51324_at,0.866,0.5473399,0.615894,-5.6114,0.1676556,51324,"spastic paraplegia 21 (autosomal recessive, Mast syndrome)"
ABHD2,11057_at,0.866,0.5473655,-0.615854,-5.6114,-0.4298,11057,abhydrolase domain containing 2
EXOSC1,51013_at,0.866,0.5473682,0.61585,-5.6114,0.1607778,51013,exosome component 1
CRTAM,56253_at,0.866,0.5474035,0.615795,-5.6114,0.0633833,56253,cytotoxic and regulatory T cell molecule
IFT52,51098_at,0.866,0.547408,0.615788,-5.6114,0.2162611,51098,intraflagellar transport 52 homolog (Chlamydomonas)
STARD8,9754_at,0.866,0.5474279,0.615757,-5.6114,0.0888444,9754,StAR-related lipid transfer (START) domain containing 8
CAMTA1,23261_at,0.866,0.547508,0.615632,-5.6115,0.1153278,23261,calmodulin binding transcription activator 1
MED10,84246_at,0.866,0.5475513,0.615565,-5.6115,0.2073,84246,mediator complex subunit 10
heterogeneous nuclear ribonucleoprotein A3 pseudogene 1,10151_at,0.866,0.5475917,0.615502,-5.6116,0.0638,10151,heterogeneous nuclear ribonucleoprotein A3 pseudogene 1
CFI,3426_at,0.866,0.5476566,-0.615401,-5.6116,-0.0887722,3426,complement factor I
RELA,5970_at,0.866,0.5476837,0.615359,-5.6117,0.1894444,5970,v-rel reticuloendotheliosis viral oncogene homolog A (avian)
LARGE-AS1,100506195_at,0.866,0.5476997,-0.615334,-5.6117,-0.0464389,100506195,uncharacterized LOC100506195
DHX35,60625_at,0.866,0.5477179,0.615305,-5.6117,0.1849778,60625,DEAH (Asp-Glu-Ala-His) box polypeptide 35
ELK1,2002_at,0.866,0.5477823,0.615205,-5.6118,0.1259278,2002,"ELK1, member of ETS oncogene family"
NUDT2,318_at,0.866,0.5478034,0.615172,-5.6118,0.2520222,318,nudix (nucleoside diphosphate linked moiety X)-type motif 2
NPC2,10577_at,0.866,0.5478464,0.615105,-5.6118,0.3070222,10577,"Niemann-Pick disease, type C2"
ZSCAN32,54925_at,0.866,0.5478549,0.615092,-5.6118,0.1345,54925,zinc finger protein 434
TOX4,9878_at,0.866,0.5478731,0.615064,-5.6118,0.0730833,9878,TOX high mobility group box family member 4
"diazepam binding inhibitor-like 5, pseudogene",100131454_at,0.866,0.5478915,0.615035,-5.6119,0.1054333,100131454,"diazepam binding inhibitor-like 5, pseudogene"
H2AX,3014_at,0.866,0.5479608,0.614928,-5.6119,0.1809889,3014,"H2A histone family, member X"
NKIRAS1,28512_at,0.866,0.5479879,0.614885,-5.6119,0.2319278,28512,NFKB inhibitor interacting Ras-like 1
AHNAK2,113146_at,0.866,0.5480237,0.61483,-5.612,0.4265,113146,AHNAK nucleoprotein 2
PCBD1,5092_at,0.866,0.5480407,-0.614803,-5.612,-0.2855944,5092,pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha
DCT,1638_at,0.866,0.5480757,-0.614749,-5.612,-0.0984667,1638,"dopachrome tautomerase (dopachrome delta-isomerase, tyrosine-related protein 2)"
UPF3A,65110_at,0.866,0.548122,-0.614677,-5.6121,-0.1846722,65110,UPF3 regulator of nonsense transcripts homolog A (yeast)
CHSY1,22856_at,0.867,0.5482507,0.614477,-5.6122,0.2463889,22856,chondroitin sulfate synthase 1
YKT6,10652_at,0.867,0.5483044,0.614393,-5.6122,0.1827722,10652,YKT6 v-SNARE homolog (S. cerevisiae)
TELO2,9894_at,0.867,0.5483537,0.614316,-5.6123,0.1826389,9894,"TEL2, telomere maintenance 2, homolog (S. cerevisiae)"
ISCA1,81689_at,0.867,0.5483691,0.614292,-5.6123,0.1377222,81689,iron-sulfur cluster assembly 1 homolog (S. cerevisiae)
H1-4,3008_at,0.867,0.5484438,0.614176,-5.6124,0.4402111,3008,"histone cluster 1, H1e"
SERPINI2,5276_at,0.867,0.5484855,-0.614111,-5.6124,-0.0826111,5276,"serpin peptidase inhibitor, clade I (pancpin), member 2"
ARFIP2,23647_at,0.867,0.5484943,0.614098,-5.6124,0.1510222,23647,ADP-ribosylation factor interacting protein 2
DKC1,1736_at,0.867,0.5485646,-0.613988,-5.6125,-0.2150556,1736,"dyskeratosis congenita 1, dyskerin"
SLC43A1,8501_at,0.867,0.5486113,-0.613916,-5.6125,-0.4787222,8501,"solute carrier family 43, member 1"
ENDOD1,23052_at,0.867,0.5487275,-0.613735,-5.6126,-0.3449333,23052,endonuclease domain containing 1
RHEB,6009_at,0.867,0.54878,0.613653,-5.6127,0.1946333,6009,Ras homolog enriched in brain
HDHD2,84064_at,0.867,0.5488035,-0.613617,-5.6127,-0.2513944,84064,haloacid dehalogenase-like hydrolase domain containing 2
TNS4,84951_at,0.867,0.5488339,-0.61357,-5.6127,-0.3816444,84951,tensin 4
DHX32,55760_at,0.867,0.548884,0.613492,-5.6128,0.2315333,55760,DEAH (Asp-Glu-Ala-His) box polypeptide 32
GPR87,53836_at,0.867,0.5489918,0.613324,-5.6128,0.2220611,53836,G protein-coupled receptor 87
HAUS7,55559_at,0.867,0.5490953,0.613163,-5.6129,0.2233056,55559,"HAUS augmin-like complex, subunit 7"
GARIN5B,284418_at,0.867,0.549235,-0.612946,-5.6131,-0.0534056,284418,"family with sequence similarity 71, member E2"
ZNF311,282890_at,0.867,0.5492746,-0.612885,-5.6131,-0.1751833,282890,zinc finger protein 311
H4C1,8359_at,0.867,0.5493271,-0.612803,-5.6132,-0.0779778,8359,"histone cluster 1, H4a"
NFE2L1,4779_at,0.867,0.5493566,0.612757,-5.6132,0.1945111,4779,nuclear factor (erythroid-derived 2)-like 1
uncharacterized LOC646329,646329_at,0.867,0.5493902,-0.612705,-5.6132,-0.2053167,646329,uncharacterized LOC646329
USP9Y,8287_at,0.867,0.549457,0.612601,-5.6133,0.1508667,8287,"ubiquitin specific peptidase 9, Y-linked"
CBLIF,2694_at,0.867,0.5494824,-0.612562,-5.6133,-0.0823,2694,gastric intrinsic factor (vitamin B synthesis)
HORMAD1,84072_at,0.867,0.5495377,-0.612476,-5.6133,-0.0760111,84072,HORMA domain containing 1
DLK2,65989_at,0.867,0.5496157,0.612355,-5.6134,0.1497944,65989,delta-like 2 homolog (Drosophila)
MGMT,4255_at,0.867,0.5497017,0.612221,-5.6135,0.6247333,4255,O-6-methylguanine-DNA methyltransferase
C11orf96,387763_at,0.867,0.5497363,0.612167,-5.6135,0.2708889,387763,chromosome 11 open reading frame 96
SCN2A,6326_at,0.867,0.5499558,-0.611827,-5.6137,-0.06585,6326,"sodium channel, voltage-gated, type II, alpha subunit"
uncharacterized LOC100506219,100506219_at,0.867,0.5500262,0.611717,-5.6138,0.0647222,100506219,uncharacterized LOC100506219
PTPMT1,114971_at,0.867,0.5500478,0.611684,-5.6138,0.1765,114971,"protein tyrosine phosphatase, mitochondrial 1"
CDK5R2,8941_at,0.867,0.5500697,-0.61165,-5.6138,-0.2321556,8941,"cyclin-dependent kinase 5, regulatory subunit 2 (p39)"
CYP4A11,1579_at,0.867,0.5501159,-0.611578,-5.6139,-0.2497222,1579,"cytochrome P450, family 4, subfamily A, polypeptide 11"
ADAMTS9,56999_at,0.867,0.550158,0.611513,-5.6139,0.2166722,56999,"ADAM metallopeptidase with thrombospondin type 1 motif, 9"
